Unnamed: 0,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,district
0,137.66416510318948,Private room,False,True,2.0,True,1,0,10.0,98.0,1,4.328040985937436,0.2984926717791326,74.23001927242161,2.44834859299592,176.86793284661482,9.94044559169525,-9.14034,38.75137,Alvalade
1,123.82739212007505,Private room,False,True,2.0,True,1,0,10.0,97.0,1,4.465485873856009,0.2936018121048772,72.5710594011546,2.393630675548709,173.90983072459224,9.77419242909316,-9.14092,38.7526,Alvalade
2,193.01125703564728,Private room,False,True,4.0,True,1,0,10.0,87.0,2,4.47523906722346,0.1678513629364046,72.51781667998765,2.391874556626282,177.99643304587502,10.003870287457886,-9.14245,38.75264,Alvalade
3,326.2195121951219,Entire home/apt,False,False,6.0,False,1,0,9.0,93.0,2,0.6670181902328348,0.5303623897452336,537.0491951234936,17.71363734158036,775.7347646713932,43.59834537383236,-9.132,38.713,Santa Maria Maior
4,174.484052532833,Private room,False,True,3.0,False,0,1,10.0,96.0,1,4.88860580793396,0.4660175697056877,67.97132986508151,2.2419165651633115,160.2150692145894,9.004510613455706,-9.14053,38.75642,Alvalade
5,274.155722326454,Entire home/apt,False,False,4.0,True,1,0,10.0,95.0,1,0.8980301374778125,0.5437058262146256,335.06425127571595,11.051513878279613,679.590284828038,38.19477133164834,-9.12958,38.71424,São Vicente
6,238.2739212007505,Entire home/apt,False,False,4.0,False,1,0,10.0,96.0,1,2.4343013582348214,1.8524225215230383,110.53586144161628,3.645833902359223,336.02442226293635,18.885461220843798,-9.166,38.705,Estrela
7,331.84803001876173,Entire home/apt,False,False,3.0,False,0,1,10.0,91.0,2,0.7429468439131128,0.3841880325289398,373.3477453547731,12.314228609895626,892.6485852854232,50.1692112963671,-9.13216,38.70912,Santa Maria Maior
8,240.1500938086304,Entire home/apt,False,False,4.0,True,0,1,10.0,96.0,1,1.0432870681346682,0.3520588750263173,376.2525548168001,12.41003871784096,702.7120484181672,39.494275595946185,-9.12763,38.71239,Santa Maria Maior
9,136.49155722326452,Private room,False,True,2.0,True,1,0,10.0,99.0,1,5.623691523813491,0.1822478844529151,62.34096672530574,2.056208790782501,131.49103578134404,7.3901439675537,-9.1562,38.76136,Lumiar
10,245.3095684803002,Entire home/apt,False,False,4.0,False,0,1,9.0,91.0,1,0.9366164233749672,0.508374540858736,471.3522377604248,15.546737013376584,902.0442946843064,50.69727501358131,-9.129,38.711,Santa Maria Maior
11,172.37335834896808,Entire home/apt,False,False,4.0,True,0,0,10.0,96.0,1,5.653883477929231,4.552304619311362,129.87120997010803,4.283576877894276,140.22505272811938,7.881018818969856,-9.20359,38.70318,Belém
12,268.29268292682923,Entire home/apt,False,False,4.0,False,1,0,9.0,95.0,1,0.8107835594448174,0.5869603561715607,549.3390774116262,18.118997818422024,867.3902204522935,48.749624391505954,-9.13031,38.71212,Santa Maria Maior
13,138.60225140712944,Private room,False,True,2.0,True,0,1,10.0,100.0,1,3.863678011734536,0.4838224846314161,80.02195541777763,2.6393855730640783,190.98194823058404,10.733690583857666,-9.135,38.747,Alvalade
14,227.72045028142588,Entire home/apt,False,False,4.0,True,1,0,10.0,95.0,1,0.6809556380447735,0.5835463089435711,515.2004473561954,16.99299424625165,807.7820746736228,45.39948895203894,-9.1318,38.71252,Santa Maria Maior
15,355.30018761726075,Entire home/apt,False,False,5.0,True,0,0,10.0,100.0,3,3.9411975510058,0.1707852026716423,81.3588694044609,2.6834813649059197,201.97530018242307,11.351546037861205,-9.14681,38.747440000000005,Alvalade
16,170.2626641651032,Entire home/apt,False,False,2.0,False,0,1,9.0,83.0,1,0.8509681726424466,0.5894522338607847,409.69542033972783,13.513093702217509,806.4630104063489,45.32535405166581,-9.13,38.711,Santa Maria Maior
17,222.0919324577861,Entire home/apt,False,False,4.0,False,0,0,10.0,94.0,1,0.867738571609543,0.5395821405577237,425.6095640699561,14.03799416422123,774.3162781207823,43.51862267819183,-9.12968,38.71176,Santa Maria Maior
18,227.72045028142588,Entire home/apt,False,False,4.0,False,0,1,9.0,92.0,1,0.9268265336748516,0.4691521265884656,360.06898832175943,11.87625181267563,694.9437538027427,39.05767689361468,-9.129,38.713,São Vicente
19,146.81050656660412,Entire home/apt,False,False,3.0,True,0,0,10.0,95.0,1,5.224986421310087,4.103365185780504,109.4977769409062,3.611594483433615,148.71276020234217,8.358050426609587,-9.19899,38.70503,Ajuda
20,240.6191369606004,Entire home/apt,False,False,4.0,True,0,1,10.0,93.0,2,0.9251056009775552,0.4764038941550095,421.29507682557056,13.895688276686387,760.1204954626044,42.72078214896755,-9.129,38.712,Santa Maria Maior
21,95.91932457786116,Private room,False,True,2.0,False,1,0,10.0,93.0,1,7.106932063275575,0.5441148905118712,56.84389173977964,1.8748972952672875,99.5172164863874,5.593130761458013,-9.12154,38.77483,Olivais
22,222.0919324577861,Entire home/apt,False,False,5.0,False,0,0,10.0,99.0,2,1.0584270832887828,0.3851049650958543,934.9073979365564,30.836300929937387,711.8581350746681,40.00830985485688,-9.12755,38.71119,Santa Maria Maior
23,77.62664165103189,Private room,False,True,2.0,False,0,1,10.0,95.0,1,7.371763716603634,0.4818043834466333,55.48434380083359,1.8300549617200863,96.6452154953172,5.431716710128613,-9.12,38.777,Olivais
24,314.7279549718574,Entire home/apt,False,False,4.0,True,0,0,10.0,96.0,1,2.7630674570356564,1.9533127548681133,104.27255663684156,3.439249643637738,251.16112718729215,14.115919598151809,-9.17058,38.70672,Estrela
25,138.60225140712944,Private room,False,True,2.0,False,0,1,9.0,91.0,1,0.4108910396976796,0.3532065178427521,459.4214638186564,15.1532211032368,1098.229467610117,61.72340058637005,-9.136,38.71,Santa Maria Maior
26,92.4015009380863,Private room,False,True,2.0,False,1,0,10.0,96.0,1,6.803797191996032,0.7642225416142319,51.876649092649,1.7110614015766337,106.25040623230213,5.971553832563107,-9.16756,38.76965,Lumiar
27,112.3358348968105,Private room,False,True,2.0,False,1,0,8.0,85.0,1,7.850759992594182,0.7956228978750818,45.31445127968848,1.4946186747687753,90.67207774915695,5.0960105715325374,-9.16488,38.7803,Lumiar
28,188.32082551594743,Entire home/apt,False,False,4.0,False,1,0,10.0,97.0,1,2.983129265470392,2.13248509904663,101.77971924974057,3.357027720902175,245.4396863211797,13.794359489881556,-9.17306,38.70632,Estrela
29,222.0919324577861,Entire home/apt,False,False,4.0,True,0,0,10.0,96.0,1,1.0609048416596607,0.374348158481266,738.8002582588623,24.368046654746585,717.2849026558622,40.313308545187134,-9.1275,38.71133,Santa Maria Maior
30,222.0919324577861,Entire home/apt,False,False,6.0,False,0,0,9.0,93.0,3,0.4636498275113675,0.4502061133846468,580.9329702722927,19.16106764260992,921.6039896637596,51.796581601294,-9.13431,38.71208,Santa Maria Maior
31,216.46341463414632,Entire home/apt,False,False,3.0,False,0,0,9.0,88.0,1,0.97465230181645,0.4189676697111364,363.1063711076889,11.9764346220459,692.9492170030785,38.9455786504872,-9.12843,38.71275,Santa Maria Maior
32,245.3095684803002,Entire home/apt,False,False,4.0,False,0,1,9.0,88.0,1,0.8936869033750937,0.5104987913249855,421.6785107654522,13.90833518094989,761.991438925019,42.82593411967215,-9.12937,38.71188,Santa Maria Maior
33,313.32082551594743,Entire home/apt,False,False,3.0,True,0,0,10.0,94.0,0,0.6627571749153859,0.5543681461496213,555.0070270204724,18.305945317372032,800.0358088705974,44.96412832722426,-9.13202,38.71272,Santa Maria Maior
34,209.42776735459665,Entire home/apt,False,False,5.0,True,0,0,9.0,95.0,2,5.312271566932379,4.185143405904275,110.89396721029613,3.657645400773001,148.83823009732197,8.365102166539877,-9.2,38.705,Ajuda
35,248.59287054409003,Private room,False,True,4.0,False,0,1,9.0,95.0,1,0.5868255487892762,0.2533935168817108,445.42047703416745,14.691422808822322,1110.1813883949844,62.39513014393357,-9.13456,38.70888,Santa Maria Maior
36,187.3827392120075,Private room,False,True,2.0,True,1,0,9.0,96.0,1,0.7954849902389953,0.5114127965264585,370.9930579729133,12.236563325758164,791.846156106335,44.50384818255481,-9.1308,38.71425,Santa Maria Maior
37,146.81050656660412,Private room,False,True,2.0,True,0,0,10.0,97.0,1,0.6871667318091722,0.3259807085788355,411.9213868668849,13.586513351952744,927.6555059135162,52.1366928190812,-9.133,38.709,Santa Maria Maior
38,86.77298311444652,Private room,False,True,2.0,False,0,1,10.0,91.0,1,7.371766951806951,0.4818253647621006,55.48419303423107,1.830049988944884,96.64513235288348,5.43171203730395,-9.12,38.777,Olivais
39,134.1463414634146,Private room,False,True,2.0,False,1,0,9.0,88.0,1,4.768175108546337,3.861792505951568,104.49324825974765,3.446528774503177,155.8963592466119,8.761787691487582,-9.19212,38.69993,Alcântara
40,107.87992495309568,Private room,False,True,2.0,False,0,1,10.0,91.0,1,3.9519486882646713,0.1501453817761327,81.22409892608887,2.679036194147057,201.1745260567962,11.306540414179638,-9.14703,38.74751,Alvalade
